id,ward,name,address,lat,lng,coordinateSource,osmId,officialMapUrl,googleMapsSearchUrl,reviewStatus,note
14-105-村崎公園,名東区,村崎公園,名東区猪子石原三丁目,35.193401,136.993958,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/15r6meitou.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%90%8D%E6%9D%B1%E5%8C%BA%20%E6%9D%91%E5%B4%8E%E5%85%AC%E5%9C%92,,
14-106-猪子石原中央公園,名東区,猪子石原中央公園,名東区猪子石原一丁目,35.192341,136.989777,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/15r6meitou.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%90%8D%E6%9D%B1%E5%8C%BA%20%E7%8C%AA%E5%AD%90%E7%9F%B3%E5%8E%9F%E4%B8%AD%E5%A4%AE%E5%85%AC%E5%9C%92,,
14-109-梅森坂第二公園,名東区,梅森坂第二公園,名東区梅森坂三丁目,35.144459,137.018753,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/15r6meitou.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%90%8D%E6%9D%B1%E5%8C%BA%20%E6%A2%85%E6%A3%AE%E5%9D%82%E7%AC%AC%E4%BA%8C%E5%85%AC%E5%9C%92,,
14-110-梅森坂第一公園,名東区,梅森坂第一公園,名東区梅森坂一丁目,35.146233,137.015961,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/15r6meitou.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%90%8D%E6%9D%B1%E5%8C%BA%20%E6%A2%85%E6%A3%AE%E5%9D%82%E7%AC%AC%E4%B8%80%E5%85%AC%E5%9C%92,,
14-111-梅森坂南公園,名東区,梅森坂南公園,名東区梅森坂五丁目,35.139492,137.01767,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/15r6meitou.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%90%8D%E6%9D%B1%E5%8C%BA%20%E6%A2%85%E6%A3%AE%E5%9D%82%E5%8D%97%E5%85%AC%E5%9C%92,,
14-112-梅森坂南第二公園,名東区,梅森坂南第二公園,名東区梅森坂五丁目,35.139492,137.01767,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/15r6meitou.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%90%8D%E6%9D%B1%E5%8C%BA%20%E6%A2%85%E6%A3%AE%E5%9D%82%E5%8D%97%E7%AC%AC%E4%BA%8C%E5%85%AC%E5%9C%92,,
14-113-梅森坂緑地,名東区,梅森坂緑地,名東区梅森坂五丁目,35.139492,137.01767,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/15r6meitou.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%90%8D%E6%9D%B1%E5%8C%BA%20%E6%A2%85%E6%A3%AE%E5%9D%82%E7%B7%91%E5%9C%B0,,
14-114-あらた公園,名東区,あらた公園,名東区高針荒田,35.148582,136.992264,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/15r6meitou.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%90%8D%E6%9D%B1%E5%8C%BA%20%E3%81%82%E3%82%89%E3%81%9F%E5%85%AC%E5%9C%92,,
15-3-天白川緑地,天白区,天白川緑地,天白区天白町大字島田字大下、字中曽根、字保呂、 字曲尺手、字西寄鷺、大字八事字八事前、 字川之内、字中砂入、字中根前、字柳原、 大字植田字西屋下、字預堅、植田南一丁目、 瑞穂区弥富町字井ノ元、字関取 南区呼続町字大堀、字角崎,35.117764,136.986786,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%A4%A9%E7%99%BD%E5%B7%9D%E7%B7%91%E5%9C%B0,,
15-4-西之杁公園,天白区,西之杁公園,天白区西入町,35.11264,136.975159,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E8%A5%BF%E4%B9%8B%E6%9D%81%E5%85%AC%E5%9C%92,,
15-5-高坂公園,天白区,高坂公園,天白区高坂町,35.108711,136.986465,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E9%AB%98%E5%9D%82%E5%85%AC%E5%9C%92,,
15-6-大根公園,天白区,大根公園,天白区大根町,35.112907,136.990448,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%A4%A7%E6%A0%B9%E5%85%AC%E5%9C%92,,
15-7-御前場公園,天白区,御前場公園,天白区御前場町,35.111076,136.993973,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%BE%A1%E5%89%8D%E5%A0%B4%E5%85%AC%E5%9C%92,,
15-8-池見公園,天白区,池見公園,天白区池見二丁目,35.12619,136.967392,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E6%B1%A0%E8%A6%8B%E5%85%AC%E5%9C%92,,
15-9-中砂公園,天白区,中砂公園,天白区中砂町,35.119896,136.964737,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E4%B8%AD%E7%A0%82%E5%85%AC%E5%9C%92,,
15-11-上八事第一公園,天白区,上八事第一公園,天白区元八事三丁目,35.126366,136.971817,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E4%B8%8A%E5%85%AB%E4%BA%8B%E7%AC%AC%E4%B8%80%E5%85%AC%E5%9C%92,,
15-12-上八事第二公園,天白区,上八事第二公園,天白区元八事四丁目,35.128975,136.974991,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E4%B8%8A%E5%85%AB%E4%BA%8B%E7%AC%AC%E4%BA%8C%E5%85%AC%E5%9C%92,,
15-13-池之内公園,天白区,池之内公園,天白区池見一丁目,35.124962,136.963242,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E6%B1%A0%E4%B9%8B%E5%86%85%E5%85%AC%E5%9C%92,,
15-14-宮脇公園,天白区,宮脇公園,天白区元八事二丁目,35.123802,136.96814,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%AE%AE%E8%84%87%E5%85%AC%E5%9C%92,,
15-17-川之内公園,天白区,川之内公園,天白区中砂町,35.119896,136.964737,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%B7%9D%E4%B9%8B%E5%86%85%E5%85%AC%E5%9C%92,,
15-18-御幸山公園,天白区,御幸山公園,天白区御幸山,35.131813,136.970886,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%BE%A1%E5%B9%B8%E5%B1%B1%E5%85%AC%E5%9C%92,,
15-19-御幸山北公園,天白区,御幸山北公園,天白区御幸山,35.131813,136.970886,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%BE%A1%E5%B9%B8%E5%B1%B1%E5%8C%97%E5%85%AC%E5%9C%92,,
15-20-上八事第三公園,天白区,上八事第三公園,天白区元八事五丁目,35.12925,136.977951,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E4%B8%8A%E5%85%AB%E4%BA%8B%E7%AC%AC%E4%B8%89%E5%85%AC%E5%9C%92,,
15-21-梅野公園,天白区,梅野公園,天白区野並四丁目,35.104717,136.959335,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E6%A2%85%E9%87%8E%E5%85%AC%E5%9C%92,,
15-23-笹原公園,天白区,笹原公園,天白区福池二丁目,35.109646,136.95816,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E7%AC%B9%E5%8E%9F%E5%85%AC%E5%9C%92,,
15-26-姥ケ崎公園,天白区,姥ケ崎公園,天白区植田山五丁目,35.142925,136.985123,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%A7%A5%E3%82%B1%E5%B4%8E%E5%85%AC%E5%9C%92,,
15-27-島田黒石第一公園,天白区,島田黒石第一公園,天白区海老山町,35.115253,136.972031,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%B3%B6%E7%94%B0%E9%BB%92%E7%9F%B3%E7%AC%AC%E4%B8%80%E5%85%AC%E5%9C%92,,
15-29-一本松公園,天白区,一本松公園,天白区一本松一丁目,35.139477,136.986481,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E4%B8%80%E6%9C%AC%E6%9D%BE%E5%85%AC%E5%9C%92,,
15-31-表台公園,天白区,表台公園,天白区表台,35.128174,136.966522,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E8%A1%A8%E5%8F%B0%E5%85%AC%E5%9C%92,,
15-36-八事下池公園,天白区,八事下池公園,天白区表山三丁目,35.127312,136.962173,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%85%AB%E4%BA%8B%E4%B8%8B%E6%B1%A0%E5%85%AC%E5%9C%92,,
15-37-八事裏山公園,天白区,八事裏山公園,天白区八事山,35.136135,136.969131,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%85%AB%E4%BA%8B%E8%A3%8F%E5%B1%B1%E5%85%AC%E5%9C%92,,
15-38-御幸山西公園,天白区,御幸山西公園,天白区御幸山,35.131813,136.970886,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%BE%A1%E5%B9%B8%E5%B1%B1%E8%A5%BF%E5%85%AC%E5%9C%92,,
15-39-表山公園,天白区,表山公園,天白区表山二丁目,35.131416,136.964798,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E8%A1%A8%E5%B1%B1%E5%85%AC%E5%9C%92,,
15-47-張屋公園,天白区,張屋公園,天白区植田西二丁目,35.132458,136.982132,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%BC%B5%E5%B1%8B%E5%85%AC%E5%9C%92,,
15-48-御幸山東公園,天白区,御幸山東公園,天白区御幸山,35.131813,136.970886,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%BE%A1%E5%B9%B8%E5%B1%B1%E6%9D%B1%E5%85%AC%E5%9C%92,,
15-49-平池下公園,天白区,平池下公園,天白区原五丁目,35.116871,136.994156,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%B9%B3%E6%B1%A0%E4%B8%8B%E5%85%AC%E5%9C%92,,
15-50-原中里公園,天白区,原中里公園,天白区原五丁目,35.116871,136.994156,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%8E%9F%E4%B8%AD%E9%87%8C%E5%85%AC%E5%9C%92,,
15-51-下原公園,天白区,下原公園,天白区原二丁目,35.123478,136.991165,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E4%B8%8B%E5%8E%9F%E5%85%AC%E5%9C%92,,
15-53-山ノ杁公園,天白区,山ノ杁公園,天白区原三丁目,35.12077,136.990829,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%B1%B1%E3%83%8E%E6%9D%81%E5%85%AC%E5%9C%92,,
15-54-向ノ山第二公園,天白区,向ノ山第二公園,天白区向が丘一丁目,35.117214,137.003555,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%90%91%E3%83%8E%E5%B1%B1%E7%AC%AC%E4%BA%8C%E5%85%AC%E5%9C%92,,
15-56-植田公園,天白区,植田公園,天白区植田三丁目,35.127968,136.988998,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E6%A4%8D%E7%94%B0%E5%85%AC%E5%9C%92,,
15-57-欠下公園,天白区,欠下公園,天白区植田南三丁目,35.126202,136.987946,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E6%AC%A0%E4%B8%8B%E5%85%AC%E5%9C%92,,
15-58-堤溝公園,天白区,堤溝公園,天白区井口一丁目,35.127773,136.993134,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%A0%A4%E6%BA%9D%E5%85%AC%E5%9C%92,,
15-59-石田公園,天白区,石田公園,天白区井口一丁目,35.127773,136.993134,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E7%9F%B3%E7%94%B0%E5%85%AC%E5%9C%92,,
15-63-天白川緑道,天白区,天白川緑道,天白区天白町大字野並字福池、大字島田字大下、 字中曽根、字保呂、字西寄鷺、字前田前、 字横町、大字平針字川田、字小田、 大字植田字長原、字外欠下,35.104462,136.962219,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%A4%A9%E7%99%BD%E5%B7%9D%E7%B7%91%E9%81%93,,
15-65-八幡山公園,天白区,八幡山公園,天白区八幡山,35.132568,136.974091,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%85%AB%E5%B9%A1%E5%B1%B1%E5%85%AC%E5%9C%92,,
15-67-上原公園,天白区,上原公園,天白区原三丁目,35.12077,136.990829,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E4%B8%8A%E5%8E%9F%E5%85%AC%E5%9C%92,,
15-68-大薮公園,天白区,大薮公園,天白区原一丁目,35.126965,136.997528,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%A4%A7%E8%96%AE%E5%85%AC%E5%9C%92,,
15-71-植田森後公園,天白区,植田森後公園,天白区植田西三丁目,35.130424,136.98233,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E6%A4%8D%E7%94%B0%E6%A3%AE%E5%BE%8C%E5%85%AC%E5%9C%92,,
15-73-八事八幡山公園,天白区,八事八幡山公園,天白区八幡山,35.132568,136.974091,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%85%AB%E4%BA%8B%E5%85%AB%E5%B9%A1%E5%B1%B1%E5%85%AC%E5%9C%92,,
15-74-境根公園,天白区,境根公園,天白区久方三丁目,35.104073,136.980225,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E5%A2%83%E6%A0%B9%E5%85%AC%E5%9C%92,,
15-78-植田屋下公園,天白区,植田屋下公園,天白区植田南二丁目,35.127445,136.98291,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E6%A4%8D%E7%94%B0%E5%B1%8B%E4%B8%8B%E5%85%AC%E5%9C%92,,
15-79-郷籔公園,天白区,郷籔公園,天白区植田一丁目,35.130581,136.98613,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E9%83%B7%E7%B1%94%E5%85%AC%E5%9C%92,,
15-80-表山緑地,天白区,表山緑地,天白区表山三丁目,35.127312,136.962173,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E8%A1%A8%E5%B1%B1%E7%B7%91%E5%9C%B0,,
15-81-表山北緑地,天白区,表山北緑地,天白区表山二丁目,35.131416,136.964798,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E8%A1%A8%E5%B1%B1%E5%8C%97%E7%B7%91%E5%9C%B0,,
15-83-表山南緑地,天白区,表山南緑地,天白区表山三丁目,35.127312,136.962173,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E8%A1%A8%E5%B1%B1%E5%8D%97%E7%B7%91%E5%9C%B0,,
15-84-海老山公園,天白区,海老山公園,天白区菅田二丁目,35.116764,136.970398,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E6%B5%B7%E8%80%81%E5%B1%B1%E5%85%AC%E5%9C%92,,
15-87-藤薮中平公園,天白区,藤薮中平公園,天白区中平一丁目,35.122677,136.998566,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E8%97%A4%E8%96%AE%E4%B8%AD%E5%B9%B3%E5%85%AC%E5%9C%92,,
15-88-下山中平公園,天白区,下山中平公園,天白区中平二丁目,35.117844,136.997849,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E4%B8%8B%E5%B1%B1%E4%B8%AD%E5%B9%B3%E5%85%AC%E5%9C%92,,
15-89-細口下公園,天白区,細口下公園,天白区中平三丁目,35.117657,137.001022,gsi-address,,https://www.city.nagoya.jp/_res/projects/default_project/_page_/001/014/871/16r6tenpaku.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E5%A4%A9%E7%99%BD%E5%8C%BA%20%E7%B4%B0%E5%8F%A3%E4%B8%8B%E5%85%AC%E5%9C%92,,
